report_id,report_date,carat_weight,color_grade,clarity_grade,polish_grade,proportions_grade,symmetry_grade,cut_grade,fluorescence_grade,stone_origin,expert_id,evaluation_time_min,report_notes_length,report_sentiment,price,is_investment_grade,is_report_rejected,is_sold,days_on_market,sale_date
DR-00466,2024-07-19,0.46,6,5,3,1,2,3,3,3,4,35,45,0,1542.0,0,0,1,52,2024-09-09
DR-00467,2023-07-30,0.55,9,10,3,2,1,3,1,1,4,86,19,1,500.0,0,0,0,833,
DR-00468,2023-06-19,0.83,5,3,2,3,2,3,2,1,4,109,23,0,7461.0,0,0,1,38,2023-07-27
DR-00469,2023-12-13,0.72,5,4,1,2,3,3,2,3,5,47,90,0,4955.0,0,0,0,697,
DR-00470,2023-12-23,0.8,3,6,4,2,2,4,1,3,3,108,75,1,3486.0,0,0,1,45,2024-02-06
DR-00471,2023-01-03,0.72,2,1,2,2,3,3,1,3,2,53,34,1,12393.0,0,0,1,1,2023-01-04
DR-00472,2023-09-26,0.54,4,8,4,2,1,4,3,1,5,23,41,1,951.0,0,1,0,775,
DR-00473,2024-08-21,0.86,3,2,1,3,3,3,1,3,3,28,50,0,12909.0,0,0,1,42,2024-10-02
DR-00474,2023-05-08,1.17,6,2,1,2,4,4,1,3,1,31,75,0,10168.0,0,0,1,87,2023-08-03
DR-00475,2025-07-26,0.6,4,7,4,2,2,4,3,1,3,80,92,1,1477.0,0,0,1,12,2025-08-07
DR-00476,2024-02-03,0.9,7,1,2,1,1,2,2,1,3,82,61,0,10658.0,0,0,1,33,2024-03-07
DR-00477,2025-03-23,0.34,6,7,4,1,4,4,4,1,2,75,6,0,500.0,0,0,0,231,
DR-00478,2023-05-19,0.35,2,4,2,2,3,3,1,1,5,40,90,0,2145.0,0,1,1,1,2023-05-20
DR-00479,2025-08-14,0.51,2,4,1,2,2,2,2,3,5,80,56,-1,5059.0,0,0,0,87,
DR-00480,2024-01-27,0.58,7,1,4,1,2,4,3,1,5,101,52,-1,3490.0,0,0,0,652,
DR-00481,2024-05-09,1.11,3,5,2,3,4,4,2,1,3,62,60,0,8739.0,0,0,1,51,2024-06-29
DR-00482,2025-09-05,0.46,4,2,3,1,4,4,1,1,1,112,15,0,3030.0,0,0,1,90,2025-12-04
DR-00483,2024-04-05,0.6,3,4,1,1,1,1,1,3,2,39,96,0,7169.0,0,0,1,54,2024-05-29
DR-00484,2025-11-09,1.03,5,1,1,1,1,1,1,1,3,89,82,1,21678.0,0,0,1,48,2025-12-27
DR-00485,2024-10-11,0.7,6,4,2,2,1,2,1,1,5,90,17,0,4877.0,0,0,1,66,2024-12-16
DR-00486,2023-04-22,0.58,5,5,2,1,2,2,1,1,5,102,22,1,3502.0,0,0,1,43,2023-06-04
DR-00487,2024-12-28,1.43,7,2,1,2,3,3,2,0,2,33,18,-1,16671.0,0,0,1,12,2025-01-09
DR-00488,2025-12-27,0.77,7,9,2,3,2,3,1,2,4,17,81,1,969.0,0,1,1,60,2026-02-25
DR-00489,2025-06-22,0.7,4,4,4,2,1,4,4,1,1,20,10,0,4239.0,0,0,1,100,2025-09-30
DR-00490,2025-08-09,0.83,2,5,1,3,2,3,1,3,5,29,72,0,7752.0,0,0,0,92,
DR-00491,2025-05-04,0.72,3,4,1,2,3,3,1,1,4,43,86,1,6740.0,0,0,1,13,2025-05-17
DR-00492,2023-05-13,1.04,5,5,2,3,2,3,2,1,4,58,47,1,7338.0,0,0,1,51,2023-07-03
DR-00493,2024-02-25,0.48,4,5,1,1,2,2,1,1,2,39,99,0,2755.0,0,0,1,49,2024-04-14
DR-00494,2023-06-16,1.0,5,7,3,1,3,3,3,1,2,59,84,0,3927.0,0,0,1,50,2023-08-05
DR-00495,2023-01-27,0.62,5,4,1,3,3,3,2,1,2,46,65,1,3800.0,0,0,1,49,2023-03-17
DR-00496,2025-05-31,0.43,5,6,3,1,1,3,4,1,4,62,72,0,1131.0,0,0,1,63,2025-08-02
DR-00497,2025-03-29,1.17,6,5,2,2,2,2,2,2,4,103,91,0,9587.0,0,0,0,225,
DR-00498,2025-08-10,0.8,7,7,4,3,1,4,2,1,5,74,33,0,1626.0,0,0,1,60,2025-10-09
DR-00499,2023-10-05,0.61,6,4,1,2,3,3,1,2,2,85,72,0,3217.0,0,0,1,114,2024-01-27
DR-00500,2023-09-23,0.68,7,6,2,1,3,3,2,1,3,112,72,1,1846.0,0,0,1,87,2023-12-19
DR-00501,2023-01-31,0.91,2,4,3,1,3,3,1,0,1,44,98,1,11063.0,0,0,1,43,2023-03-15
DR-00502,2025-12-04,0.46,7,3,2,2,2,2,1,1,2,61,25,0,2454.0,0,0,1,79,2026-02-21
DR-00503,2024-06-07,0.79,3,4,2,1,2,2,1,1,1,97,41,0,8863.0,0,0,1,43,2024-07-20
DR-00504,2024-03-12,0.78,4,1,2,3,1,3,1,1,5,96,62,1,10518.0,0,0,0,607,
DR-00505,2025-12-14,0.57,9,10,2,3,1,3,1,1,2,97,30,0,500.0,0,0,1,82,2026-03-06
DR-00506,2023-10-07,0.55,4,3,2,2,4,4,2,0,2,15,40,1,3512.0,0,0,1,41,2023-11-17
DR-00507,2025-07-08,0.49,3,3,2,4,1,4,1,1,1,117,96,-1,3218.0,0,0,0,124,
DR-00508,2023-04-04,0.78,6,7,3,1,3,3,3,1,1,91,5,1,2117.0,0,0,1,71,2023-06-14
DR-00509,2023-01-21,0.47,8,4,3,4,3,4,1,1,1,60,11,1,1284.0,0,0,0,1023,
DR-00510,2024-07-19,0.92,3,6,2,2,1,2,2,1,3,65,48,0,6781.0,0,0,1,82,2024-10-09
DR-00511,2025-03-27,0.5,4,3,4,1,2,4,4,3,5,96,27,0,3021.0,0,0,1,39,2025-05-05
DR-00512,2024-08-22,1.39,4,3,1,3,4,4,2,1,1,85,74,1,17784.0,0,0,1,15,2024-09-06
DR-00513,2024-01-21,0.81,3,6,1,3,2,3,4,1,3,58,58,1,4376.0,0,0,0,658,
DR-00514,2025-11-12,1.28,5,5,2,2,1,2,4,1,4,96,48,1,12736.0,0,0,1,44,2025-12-26
DR-00515,2024-12-11,0.84,3,5,2,3,2,3,1,3,4,92,54,1,7409.0,0,0,1,72,2025-02-21
DR-00516,2024-01-01,1.25,7,6,2,2,4,4,3,2,2,18,37,0,4193.0,0,0,1,93,2024-04-03
DR-00517,2025-02-17,0.78,1,7,1,2,2,2,3,1,3,35,42,0,5045.0,0,0,1,63,2025-04-21
DR-00518,2025-03-18,1.19,5,8,2,1,1,2,3,1,2,116,44,1,4436.0,0,0,1,67,2025-05-24
DR-00519,2025-07-27,1.09,4,7,4,1,1,4,2,3,1,47,76,0,4136.0,0,0,1,67,2025-10-02
DR-00520,2024-11-30,0.43,5,4,3,1,3,3,1,3,4,52,38,0,2066.0,0,0,1,53,2025-01-22
DR-00521,2023-06-24,0.43,1,6,1,2,1,2,2,3,1,76,48,0,2305.0,0,0,1,27,2023-07-21
DR-00522,2025-11-14,1.15,4,6,3,2,2,3,1,1,5,74,16,0,6806.0,0,0,1,114,2026-03-08
DR-00523,2023-03-08,2.19,2,2,2,2,3,3,1,1,5,17,77,0,69942.0,0,0,1,16,2023-03-24
DR-00524,2025-09-28,1.87,3,7,2,4,2,4,3,3,1,41,41,0,12184.0,0,0,1,97,2026-01-03
DR-00525,2025-04-05,0.72,9,4,2,1,2,2,1,1,4,102,94,1,3472.0,0,0,1,52,2025-05-27
DR-00526,2025-06-30,0.58,6,5,2,4,2,4,2,1,4,91,35,1,1891.0,0,0,1,61,2025-08-30
DR-00527,2024-07-17,0.8,4,2,3,1,3,3,2,1,3,30,52,1,9241.0,0,0,1,111,2024-11-05
DR-00528,2023-02-27,0.57,4,3,1,2,4,4,1,1,1,48,95,1,3628.0,0,0,0,986,
DR-00529,2024-04-16,0.94,4,5,3,3,1,3,2,1,2,103,86,0,7774.0,0,0,1,88,2024-07-13
DR-00530,2025-01-14,0.54,6,8,2,3,1,3,4,1,5,114,24,0,880.0,0,0,1,117,2025-05-11
DR-00531,2024-01-16,0.96,4,4,2,1,1,2,2,1,5,80,62,1,11526.0,0,0,0,663,
DR-00532,2025-05-04,0.97,5,3,1,2,2,2,3,1,4,79,69,0,11944.0,0,0,1,1,2025-05-05
DR-00533,2025-10-01,0.54,4,6,4,2,3,4,1,1,2,49,43,0,1549.0,0,0,1,42,2025-11-12
DR-00534,2025-01-03,0.64,2,5,1,2,2,2,1,1,1,97,80,0,5903.0,0,0,0,310,
DR-00535,2024-12-07,0.92,3,5,4,3,3,4,1,0,3,35,68,1,6800.0,0,0,1,77,2025-02-22
DR-00536,2023-02-12,0.7,4,2,3,2,3,3,1,1,4,18,21,-1,7543.0,0,0,1,26,2023-03-10
DR-00537,2023-02-24,0.94,4,5,3,3,3,3,2,3,2,52,73,-1,7772.0,0,0,1,49,2023-04-14
DR-00538,2023-07-14,0.49,3,3,3,2,3,3,2,1,2,117,84,1,4309.0,0,0,1,23,2023-08-06
DR-00539,2025-12-01,1.48,4,5,2,4,1,4,1,1,1,46,21,1,13034.0,0,0,1,15,2025-12-16
DR-00540,2025-11-25,0.47,2,5,2,2,1,2,3,0,2,59,93,0,3528.0,0,0,1,63,2026-01-27
DR-00541,2024-03-07,1.05,10,2,2,1,1,2,2,1,4,85,38,0,6317.0,0,0,1,44,2024-04-20
DR-00542,2024-08-02,0.51,1,8,3,1,2,3,1,1,2,36,87,0,1557.0,0,0,1,99,2024-11-09
DR-00543,2025-08-16,0.82,2,5,2,3,4,4,3,1,5,107,63,1,6062.0,0,0,1,5,2025-08-21
DR-00544,2024-03-22,0.63,4,4,2,2,3,3,4,1,3,40,36,1,4705.0,0,0,1,9,2024-03-31
DR-00545,2023-04-08,0.8,4,6,2,3,2,3,2,1,5,29,36,1,3866.0,0,0,1,43,2023-05-21
DR-00546,2024-03-31,0.78,3,5,3,4,2,4,2,1,3,50,59,0,4828.0,0,0,1,49,2024-05-19
DR-00547,2024-11-17,0.78,5,2,3,3,2,3,2,3,2,61,38,1,7891.0,0,0,1,83,2025-02-08
DR-00548,2024-01-29,1.41,4,5,2,3,2,3,4,1,1,79,31,0,15400.0,0,0,1,98,2024-05-06
DR-00549,2023-11-12,0.57,5,6,2,4,2,4,1,3,5,106,5,0,1467.0,0,0,1,57,2024-01-08
DR-00550,2023-12-23,0.83,5,6,1,2,1,2,3,3,1,30,18,0,3993.0,0,0,1,84,2024-03-16
DR-00551,2025-12-17,0.61,2,4,2,2,3,3,2,3,4,39,26,1,5625.0,0,0,1,20,2026-01-06
DR-00552,2024-06-26,0.62,5,4,4,1,4,4,1,2,5,61,33,0,2981.0,0,0,0,501,
DR-00553,2025-08-02,0.85,9,9,1,1,1,1,3,0,2,103,60,0,1255.0,0,0,1,60,2025-10-01
DR-00554,2025-04-05,1.06,4,5,2,1,1,2,3,3,2,65,54,0,11237.0,1,0,0,218,
DR-00555,2025-09-13,0.6,3,3,1,2,3,3,1,1,2,54,98,0,5642.0,0,0,1,1,2025-09-14
DR-00556,2023-11-04,0.5,8,3,1,4,2,4,2,0,4,86,53,1,1806.0,0,0,1,83,2024-01-26
DR-00557,2023-01-09,1.14,3,4,2,2,2,2,2,1,4,97,58,0,17408.0,1,0,0,1035,
DR-00558,2025-12-25,1.62,2,1,3,2,3,3,2,3,5,101,64,0,49699.0,0,1,1,80,2026-03-15
DR-00559,2023-02-25,0.92,2,2,3,3,1,3,1,1,5,78,51,0,15979.0,0,0,1,47,2023-04-13
DR-00560,2025-04-03,0.54,3,7,3,2,1,3,2,1,4,39,37,-1,1784.0,0,0,0,220,
DR-00561,2023-07-22,1.0,4,5,1,4,3,4,1,3,5,50,76,1,6389.0,0,0,1,20,2023-08-11
DR-00562,2025-03-06,0.64,5,5,4,4,3,4,3,3,5,30,16,1,2768.0,0,0,1,68,2025-05-13
DR-00563,2023-08-24,0.58,2,8,2,3,2,3,3,1,3,106,76,-1,1730.0,0,0,1,1,2023-08-25
DR-00564,2023-04-26,1.17,7,7,1,1,2,2,1,1,5,100,68,0,4692.0,0,0,0,928,
DR-00565,2024-09-20,0.5,2,5,1,2,3,3,2,1,3,66,13,0,3326.0,0,0,1,1,2024-09-21
DR-00566,2024-09-06,0.61,5,2,1,1,1,1,2,1,4,114,22,1,8127.0,0,0,1,27,2024-10-03
DR-00567,2025-09-17,0.47,2,5,1,2,3,3,1,3,3,95,14,0,2858.0,0,0,1,54,2025-11-10
DR-00568,2023-01-16,0.8,5,8,1,2,2,2,3,3,3,33,78,1,2476.0,0,0,1,87,2023-04-13
DR-00569,2025-04-19,1.51,1,5,3,1,1,3,3,1,4,105,97,0,23319.0,0,0,0,204,
DR-00570,2024-02-21,0.79,9,5,2,2,1,2,2,3,3,62,41,0,3447.0,0,0,1,46,2024-04-07
DR-00571,2024-01-08,0.69,9,5,3,4,2,4,3,1,3,62,66,0,1801.0,0,0,1,90,2024-04-07
DR-00572,2023-05-01,0.87,4,6,2,4,2,4,2,3,4,21,46,-1,3538.0,0,0,1,7,2023-05-08
DR-00573,2023-07-26,0.42,5,5,3,1,4,4,2,1,2,115,88,1,1297.0,0,0,1,38,2023-09-02
DR-00574,2025-04-14,0.96,2,3,1,3,3,3,1,0,1,39,7,0,14868.0,0,0,1,50,2025-06-03
DR-00575,2023-09-07,0.54,7,3,2,3,1,3,1,1,2,65,69,0,2875.0,0,0,1,73,2023-11-19
DR-00576,2025-06-14,0.95,4,1,1,1,1,1,1,1,1,31,21,1,23896.0,0,0,0,148,
DR-00577,2025-10-24,0.6,8,7,3,3,3,3,1,1,4,49,35,0,1104.0,0,0,0,16,
DR-00578,2025-02-10,0.5,3,5,4,1,2,4,2,1,1,91,29,0,2268.0,0,0,0,272,
DR-00579,2024-02-05,1.27,5,5,1,2,2,2,3,3,4,49,93,-1,12587.0,0,0,1,53,2024-03-29
DR-00580,2023-04-05,1.0,6,1,1,1,3,3,4,1,4,68,98,0,11686.0,0,0,1,121,2023-08-04
DR-00581,2025-05-26,0.97,4,5,1,2,2,2,2,1,4,17,96,1,9780.0,0,0,1,13,2025-06-08
DR-00582,2023-03-30,0.42,4,4,3,2,3,3,1,1,3,40,67,1,2203.0,0,0,1,81,2023-06-19
DR-00583,2024-04-23,0.98,3,4,4,2,1,4,1,3,3,75,82,0,8799.0,0,0,1,15,2024-05-08
DR-00584,2025-01-03,1.19,4,7,3,1,1,3,3,1,3,65,86,-1,5769.0,0,0,0,310,
DR-00585,2025-11-25,0.79,9,3,2,1,1,2,2,0,1,104,35,0,5085.0,0,0,1,94,2026-02-27
DR-00586,2023-07-24,0.81,3,8,2,2,1,2,4,3,3,72,91,-1,3090.0,0,0,0,839,
DR-00587,2025-12-19,0.55,1,6,2,2,3,3,1,1,1,21,5,0,2888.0,0,0,1,1,2025-12-20
DR-00588,2025-10-23,1.06,3,6,2,3,3,3,4,1,5,80,41,0,6901.0,0,0,0,17,
DR-00589,2024-05-16,0.56,1,3,2,2,2,2,2,1,4,64,5,0,7772.0,0,0,1,28,2024-06-13
DR-00590,2025-12-20,0.51,7,2,2,1,2,2,2,3,3,80,61,0,3577.0,0,0,1,120,2026-04-19
DR-00591,2024-05-28,0.81,6,3,2,1,4,4,1,1,3,80,95,0,4863.0,0,0,1,36,2024-07-03
DR-00592,2023-05-22,0.61,4,5,1,4,3,4,4,0,5,86,26,1,3007.0,0,0,1,102,2023-09-01
DR-00593,2023-05-30,0.68,5,5,2,3,2,3,2,1,5,90,91,0,3584.0,0,0,0,894,
DR-00594,2025-10-24,1.24,2,3,1,1,2,2,1,1,2,74,46,0,28065.0,1,0,1,68,2025-12-31
DR-00595,2024-01-13,0.75,8,3,2,4,1,4,1,1,1,68,91,0,3309.0,0,0,1,107,2024-04-29
DR-00596,2023-06-20,0.51,6,3,1,1,3,3,3,1,4,71,93,0,2895.0,0,0,1,54,2023-08-13
DR-00597,2023-03-21,0.53,3,1,2,1,2,2,2,1,4,39,61,0,8132.0,0,0,0,964,
DR-00598,2023-04-07,0.79,6,5,2,1,1,2,2,0,1,55,63,0,4606.0,0,0,1,53,2023-05-30
DR-00599,2023-10-25,0.85,3,7,2,1,1,2,2,1,1,112,87,1,4668.0,0,0,0,746,
DR-00600,2024-05-26,0.64,6,9,2,2,4,4,3,1,3,105,38,1,582.0,0,0,0,532,
DR-00601,2025-08-02,0.69,1,4,2,1,1,2,2,2,4,76,55,1,9199.0,0,0,1,20,2025-08-22
DR-00602,2025-12-01,1.71,3,5,1,1,2,2,2,1,3,26,6,1,28526.0,1,0,1,45,2026-01-15
DR-00603,2024-03-08,0.32,2,5,1,2,1,2,4,3,2,29,5,0,1945.0,0,0,1,56,2024-05-03
DR-00604,2023-02-20,1.13,3,3,4,2,3,4,3,1,2,89,27,0,13989.0,0,0,0,993,
DR-00605,2024-03-22,0.71,5,5,2,1,1,2,1,1,4,23,70,-1,4818.0,0,0,1,27,2024-04-18
DR-00606,2025-04-18,0.51,4,4,2,2,1,2,1,1,5,86,7,1,3762.0,0,0,0,205,
DR-00607,2024-03-27,0.76,6,3,1,2,2,2,3,0,4,48,27,0,6455.0,0,0,0,592,
DR-00608,2024-10-28,1.79,5,7,1,1,2,2,3,1,5,22,46,0,12033.0,0,0,1,61,2024-12-28
DR-00609,2025-04-08,0.69,4,2,3,1,2,3,1,3,4,33,31,0,7426.0,0,0,1,37,2025-05-15
DR-00610,2025-10-15,0.81,4,4,2,3,4,4,1,1,3,95,76,-1,5585.0,0,0,0,25,
DR-00611,2023-04-30,1.12,7,5,1,2,3,3,2,1,4,26,39,0,6527.0,0,0,1,155,2023-10-02
DR-00612,2025-04-07,0.62,5,4,4,1,1,4,3,1,4,89,5,0,3031.0,0,0,1,52,2025-05-29
DR-00613,2025-03-17,0.55,5,4,3,2,3,3,1,3,3,104,26,-1,2992.0,0,0,0,237,
DR-00614,2025-02-20,0.68,9,5,1,2,2,2,1,1,1,15,21,0,2728.0,0,1,0,262,
DR-00615,2023-08-18,1.06,2,2,1,1,4,4,1,2,3,19,68,0,15317.0,0,0,1,13,2023-08-31
DR-00616,2024-10-26,0.66,3,2,2,2,2,2,2,1,4,18,15,1,9022.0,0,0,1,1,2024-10-27
DR-00617,2023-03-19,0.55,1,3,2,2,4,4,1,1,4,58,18,0,4937.0,0,0,1,19,2023-04-07
DR-00618,2023-08-07,0.78,7,6,1,2,3,3,1,1,4,71,28,0,2249.0,0,0,0,825,
DR-00619,2024-12-30,0.58,6,7,1,3,3,3,1,3,3,15,19,0,1294.0,0,0,1,82,2025-03-22
DR-00620,2023-08-07,1.2,1,3,1,1,2,2,4,1,1,96,55,0,29962.0,1,0,0,825,
DR-00621,2025-08-01,0.63,5,4,2,4,2,4,1,2,2,78,16,1,3198.0,0,0,1,81,2025-10-21
DR-00622,2025-11-07,0.53,3,7,4,1,2,4,1,1,1,69,80,0,1423.0,0,0,1,89,2026-02-04
DR-00623,2025-10-13,0.8,5,5,2,1,2,2,4,3,1,72,94,0,6056.0,0,0,1,38,2025-11-20
DR-00624,2023-04-29,0.52,5,4,2,1,2,2,1,1,2,60,74,1,3283.0,0,0,0,925,
DR-00625,2025-03-27,0.7,3,7,4,3,3,4,1,1,3,61,80,0,2219.0,0,0,1,55,2025-05-21
DR-00626,2024-04-10,0.36,5,5,2,2,4,4,1,1,5,35,26,0,1027.0,0,0,0,578,
DR-00627,2024-07-05,0.38,3,3,1,1,3,3,3,3,4,43,89,-1,2656.0,0,0,1,22,2024-07-27
DR-00628,2025-06-07,0.68,4,4,1,3,1,3,3,1,5,103,54,1,5302.0,0,0,0,155,
DR-00629,2025-01-22,1.38,5,9,2,1,2,2,1,1,1,110,12,1,4044.0,0,0,1,35,2025-02-26
DR-00630,2023-12-12,0.83,8,4,2,1,1,2,1,3,5,51,26,1,5089.0,0,0,1,112,2024-04-02
DR-00631,2025-05-19,0.84,5,4,2,3,2,3,2,1,5,93,36,0,6195.0,0,0,0,174,
DR-00632,2024-07-17,0.87,3,4,1,4,3,4,1,3,4,59,91,0,7480.0,0,0,1,63,2024-09-18
DR-00633,2025-12-09,0.32,4,5,1,1,2,2,1,1,4,54,45,0,1519.0,0,0,1,47,2026-01-25
DR-00634,2025-05-10,0.68,8,7,1,2,1,2,1,3,3,74,10,0,1595.0,0,0,1,106,2025-08-24
DR-00635,2025-02-15,0.66,4,4,2,2,2,2,2,3,5,63,10,1,6174.0,0,1,1,93,2025-05-19
DR-00636,2025-01-03,0.62,6,3,3,2,3,3,3,1,1,40,88,0,4049.0,0,0,1,33,2025-02-05
DR-00637,2023-05-21,0.77,4,2,1,2,4,4,1,1,3,23,38,0,7355.0,0,0,1,45,2023-07-05
DR-00638,2025-04-16,0.79,5,2,3,4,3,4,2,1,1,43,90,0,6255.0,0,0,1,5,2025-04-21
DR-00639,2024-05-13,0.64,3,8,2,1,1,2,3,1,3,75,60,0,2089.0,0,0,0,545,
DR-00640,2023-07-22,0.65,4,6,1,1,4,4,4,1,5,15,60,0,2212.0,0,0,0,841,
DR-00641,2023-11-24,0.2,4,6,4,2,3,4,2,1,2,37,30,0,500.0,0,0,0,716,
DR-00642,2024-01-25,0.71,4,10,3,2,1,3,2,1,1,91,73,0,656.0,0,0,1,98,2024-05-02
DR-00643,2023-07-17,0.8,2,4,3,2,1,3,2,1,1,81,21,1,8806.0,0,0,1,13,2023-07-30
DR-00644,2023-05-11,2.16,4,7,1,3,3,3,3,1,2,79,80,1,17261.0,0,0,1,45,2023-06-25
DR-00645,2023-04-16,0.31,6,2,2,4,3,4,1,1,2,16,53,1,1072.0,0,0,1,71,2023-06-26
DR-00646,2023-11-26,0.58,3,4,2,4,3,4,3,1,1,93,39,0,3775.0,0,0,0,714,
DR-00647,2025-04-09,0.78,3,4,3,2,2,3,1,1,1,45,7,0,7836.0,0,0,1,85,2025-07-03
DR-00648,2025-09-25,0.68,10,6,4,2,4,4,3,1,5,41,18,0,833.0,0,0,0,45,
DR-00649,2025-05-19,0.62,4,4,1,1,3,3,1,1,1,23,7,1,4462.0,0,0,0,174,
DR-00650,2025-09-19,1.64,4,6,2,1,1,2,2,1,1,101,9,0,15759.0,0,0,0,51,
DR-00651,2025-08-08,0.71,5,4,4,2,2,4,1,0,1,59,54,1,4043.0,0,0,1,84,2025-10-31
DR-00652,2023-05-21,0.84,4,8,4,2,2,4,1,1,4,32,39,1,1980.0,0,0,1,40,2023-06-30
DR-00653,2024-06-16,0.6,5,4,4,2,1,4,1,1,2,83,51,0,2809.0,0,0,1,36,2024-07-22
DR-00654,2024-09-10,0.65,2,4,1,4,4,4,1,3,1,21,25,-1,5192.0,0,0,1,59,2024-11-08
DR-00655,2023-02-09,0.53,1,9,3,2,4,4,4,1,4,60,75,1,850.0,0,0,0,1004,
DR-00656,2023-06-04,1.06,8,6,2,1,2,2,2,1,3,20,34,0,4152.0,0,0,1,40,2023-07-14
DR-00657,2025-09-09,0.85,5,4,2,2,4,4,1,1,5,92,33,0,5397.0,0,0,1,76,2025-11-24
DR-00658,2024-04-09,1.32,3,8,2,2,3,3,4,1,1,60,55,0,6085.0,0,0,1,98,2024-07-16
DR-00659,2024-04-27,0.58,7,3,4,3,2,4,1,1,5,24,27,0,2537.0,0,1,0,561,
DR-00660,2024-12-15,0.86,3,3,2,1,4,4,2,1,3,85,71,0,8334.0,0,0,0,329,
DR-00661,2024-01-18,0.83,6,4,4,2,2,4,3,1,5,79,23,0,4061.0,0,0,1,25,2024-02-12
DR-00662,2024-11-28,0.68,5,3,1,2,1,2,2,1,3,118,16,0,6545.0,0,0,1,73,2025-02-09
DR-00663,2025-05-12,0.56,5,4,2,1,2,2,1,3,4,70,28,1,3893.0,0,0,0,181,
DR-00664,2023-04-27,0.95,5,8,3,3,2,3,1,1,1,18,36,0,2612.0,0,0,1,96,2023-08-01
DR-00665,2025-01-26,0.31,2,3,3,2,3,3,2,1,3,47,57,0,2103.0,0,0,1,33,2025-02-28
DR-00666,2024-05-27,0.56,1,4,2,2,3,3,1,1,2,95,97,0,5311.0,0,0,0,531,
DR-00667,2023-04-02,0.79,5,2,2,4,2,4,1,1,4,15,34,0,6578.0,0,0,1,95,2023-07-06
DR-00668,2023-05-31,0.74,4,7,4,3,2,4,1,1,5,114,70,0,2124.0,0,0,1,73,2023-08-12
DR-00669,2025-01-05,0.85,2,9,2,2,1,2,2,1,4,79,95,0,2710.0,0,0,1,75,2025-03-21
DR-00670,2023-08-16,0.57,7,5,2,1,2,2,1,1,3,85,61,0,2503.0,0,0,1,25,2023-09-10
DR-00671,2024-07-19,1.05,8,5,3,2,2,3,1,1,5,65,32,1,5452.0,0,0,0,478,
DR-00672,2024-04-01,0.88,3,4,2,3,2,3,2,1,2,46,80,0,9201.0,0,0,1,1,2024-04-02
DR-00673,2025-02-04,0.53,3,7,1,3,3,3,2,1,5,55,63,0,1707.0,0,0,1,114,2025-05-29
DR-00674,2023-05-06,0.31,6,4,4,2,1,4,2,1,3,114,95,0,750.0,0,0,1,30,2023-06-05
DR-00675,2023-08-13,0.79,5,4,1,3,1,3,1,1,5,39,87,1,5626.0,0,0,0,819,
DR-00676,2025-05-16,1.03,3,4,1,2,1,2,2,1,2,91,93,0,14488.0,1,0,1,25,2025-06-10
DR-00677,2023-04-13,0.68,5,4,1,3,2,3,2,1,5,105,40,0,4612.0,0,0,1,30,2023-05-13
DR-00678,2024-04-22,0.61,1,2,2,2,1,2,3,1,5,92,79,0,9875.0,0,0,1,68,2024-06-29
DR-00679,2024-07-05,0.47,8,2,3,1,1,3,2,1,5,80,58,0,2249.0,0,0,1,75,2024-09-18
DR-00680,2023-08-31,0.87,6,6,2,2,2,2,3,3,2,101,30,0,3608.0,0,0,1,83,2023-11-22
DR-00681,2025-07-30,0.88,5,2,2,1,3,3,1,1,5,105,21,1,9814.0,0,0,1,92,2025-10-30
DR-00682,2025-05-12,0.85,4,3,1,3,1,3,1,1,4,47,55,0,9602.0,0,0,1,30,2025-06-11
DR-00683,2023-06-09,0.46,3,2,2,3,1,3,2,3,3,39,28,0,4166.0,0,0,1,19,2023-06-28
DR-00684,2025-02-24,1.2,9,7,3,1,1,3,1,1,4,50,37,0,2965.0,0,0,1,166,2025-08-09
DR-00685,2023-09-10,1.63,1,5,3,1,1,3,1,1,4,106,44,1,28885.0,0,0,1,1,2023-09-11
DR-00686,2023-06-29,1.37,6,3,2,3,1,3,3,3,1,58,49,0,14637.0,0,0,1,3,2023-07-02
DR-00687,2024-07-27,0.9,3,7,1,3,2,3,2,1,3,95,30,1,4461.0,0,0,1,134,2024-12-08
DR-00688,2024-06-20,0.43,4,3,1,4,2,4,1,1,2,24,80,0,2453.0,0,0,0,507,
DR-00689,2023-02-27,0.36,3,2,4,2,2,4,3,1,5,91,46,1,2364.0,0,1,0,986,
DR-00690,2024-11-17,0.46,8,3,2,3,2,3,2,1,1,69,84,0,1942.0,0,0,1,65,2025-01-21
DR-00691,2023-08-29,0.34,8,6,3,1,2,3,3,3,5,56,75,1,530.0,0,0,0,803,
DR-00692,2024-01-22,0.85,5,4,2,1,3,3,2,1,4,41,80,1,6483.0,0,0,0,657,
DR-00693,2023-04-15,0.95,2,7,3,3,3,3,2,1,4,42,92,0,5374.0,0,0,1,95,2023-07-19
DR-00694,2024-03-31,0.49,2,2,1,2,1,2,4,3,5,103,56,0,6514.0,0,0,0,588,
DR-00695,2023-04-11,0.56,9,9,4,3,1,4,2,1,5,36,65,0,500.0,0,0,1,81,2023-07-01
DR-00696,2023-07-19,1.78,4,4,1,2,4,4,3,1,5,34,91,1,20504.0,0,0,1,76,2023-10-03
DR-00697,2024-09-13,0.39,10,10,2,4,2,4,1,2,2,69,25,1,500.0,0,0,1,143,2025-02-03
DR-00698,2025-11-14,0.7,4,7,3,2,3,3,3,3,1,33,83,0,2535.0,0,0,1,66,2026-01-19
